Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.334497019812134,0.231985806691141,0.613148987766378,0,0,0,3.58220307988641,0.0749471547609393,2.16302202325825E-07,4.23720747051902E-08,0.253478964454362,1.97466136982986E-09,0.178591407053978,0,0,0,0,0,0,package://AGV/meshes/base_link.STL,0.894117647058823,0.913725490196078,0.929411764705882,1,0,0,0,0,0,0,package://AGV/meshes/base_link.STL,,Full Assembly-1/Base-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Wheel,-0.0141183495646737,0.0422917163462827,-0.127444511456311,0,0,0,1.89270205785692,0.00177670282489945,-7.92106444938666E-05,3.5387958086727E-05,0.0822704770786346,-1.00281505386369E-05,0.0830954610587729,0,0,0,0,0,0,package://AGV/meshes/Wheel.STL,0.776470588235294,0.756862745098039,0.737254901960784,1,0,0,0,0,0,0,package://AGV/meshes/Wheel.STL,,Full Assembly-1/Side-1;Full Assembly-1/Cover Mountt other side-2;Full Assembly-1/Dummy Roller 2 inch-4;Full Assembly-1/Dummy Roller 2 inch-3;Full Assembly-1/Dummy Roller 2 inch-2;Full Assembly-1/Dummy Roller 2 inch-1,Origin_axis,,axis,revolute,0.33366,-0.88415,0.22697,1.5708,0,0,base_link,0,0,0,0,0,0,0,,,,,,,,
